,abv,adv_score,avg_rating,beer_desc,beer_name,beer_type,brewery,num_ratings,style_rank,total_rank
610,8%,81.0,3.45,,Krait Prestige,Bière de Champagne / Bière Brut,Cobra Beer Partnership Limited,56.0,19.0,45311.0
611,6.7%,88.0,3.93,"Two Lights is an ode to two of the more refreshing drinks of summer: cold beer and sparkling wine. While brewing this beer, we add Sauvignon Blanc must—the freshly pressed juice of the grapes. Then we ferment it with both lager and champagne yeast to create a tart, crisp, and dry profile. The finished beer’s aromas of pear, grape, and light hops pair with a flavor profile that’s a mix of tropical fruit and the snappy spritz of a freshly picked grape. We suggest sipping Two Lights by a water source too large to see across.	",Two Lights,Bière de Champagne / Bière Brut,Allagash Brewing Company,120.0,9.0,14241.0
612,12%,91.0,4.12,,Malheur Brut Noir (Black Chocolate),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,143.0,4.0,4380.0
614,12%,91.0,4.1,,Malheur Bière Brut (Brut Reserve),Bière de Champagne / Bière Brut,Brouwerij De Landtsheer NV,168.0,5.0,4697.0
616,10%,99.0,4.51,Blanc de Blancs started as a Biere de Champagne malt bill that was fermented in Chardonnay barrels with Missouri grown Chardonnel grapes. The native Missouri microflora that was present on the grapes provide the sour depth and funky complexity of this wild ale.	,Blanc De Blancs,Bière de Champagne / Bière Brut,Side Project Brewing,314.0,1.0,243.0
618,9%,95.0,4.3,Aged in white wine barrels.	,Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,Mikkeller ApS,373.0,2.0,1030.0
620,11.5%,93.0,4.17,"This extraordinary and sparkling ""DeUs, Brut des Flandres"", brewed with barley, is fermented and matured in Belgium, refermented in the bottle, followed but the traditional ""remuarge"" and ""dégorgement"" in France. Serve chilled (2 - 4º C) and pour gently into a chilled flute or chalice glass.	",DeuS (Brut Des Flandres),Bière de Champagne / Bière Brut,Brouwerij Bosteels,672.0,3.0,2323.0
621,5.5%,,3.83,Slight tart berry fruit up front fading quickly into sweet honey malt flavors.	,Berry Braggot,Braggot,Minneapolis Town Hall Brewery,5.0,,
623,7.5%,,3.76,,Spring Braggot,Braggot,Craftsman Brewing Co.,5.0,,
624,7.7%,,3.93,,Battle Axe,Braggot,Viking Braggot Company,5.0,,
626,10.5%,,4.64,Mexcal barrel aged braggot	,Devil's Footprint,Braggot,Bog Iron Brewing,5.0,,
627,10.5%,,4.14,,Honey Braggot,Braggot,Atlantic Brewing Company / Mainely Meat BBQ,5.0,,
629,4%,,3.55,,Saku Mõdu,Braggot,Saku Brewery LTD,6.0,,
631,8.5%,,4.1,,Biere De Miel,Braggot,Tributary Brewing Co.,6.0,,
633,7%,,3.69,,"Honey, I Can Explain",Braggot,South Street Brewery,6.0,,
634,5%,,3.41,,White Winter Brackett,Braggot,"White Winter Winery, Inc.",7.0,,
636,8.5%,,3.73,,Killer Bee (Double Honey Ale),Braggot,Scantic River Brewery,7.0,,
638,6.6%,,3.48,"Ishikawa Goemon was a 16th century Japanese Robin Hood figure who stole gold from the rich and gave to the peasants. He failed to assassinate a brutal warlord and was sentenced to boil alive in a large cauldron. We boil this beer in our large cauldron in his honor.,
,
IBU 18",Goemon's Gold,Braggot,Outlaw Brewing,7.0,,
640,10.2%,,3.94,,Barrel Aged Series: Braggot,Braggot,Parallel 49 Brewing Company,7.0,,
641,6.3%,,4.21,,Reverence,Braggot,Viking Braggot Company,7.0,,
643,6.6%,,3.9,,Fenrir,Braggot,Viking Braggot Company,8.0,,
645,15.6%,,4.36,,Ghost Bees - Apple Brandy Barrel-Aged,Braggot,Black Acre Brewing Co.,8.0,,
647,7%,,3.57,,Bob's Memorial Braggot,Braggot,The New Old Lompoc,8.0,,
649,6.2%,,3.57,,Melisseus,Braggot,Wicked Weed Brewing,9.0,,
650,,,3.93,,Big Ass Barrel Braggot,Braggot,Rogue Ales,9.0,,
652,7.85%,86.0,3.79,"A unique ale brewed with Colorado grown hops. We blended an Imperial Stout, English Mild and infused an overwhelming amount of honey for your enjoyment!	",Braggot,Braggot,Crabtree Brewing Company,10.0,25.0,53061.0
653,8.5%,82.0,3.45,,Niagara Peach Mead,Braggot,All or Nothing Brewhouse,12.0,31.0,39804.0
655,11.2%,87.0,3.91,"Hoppin' Honey Braggot is a modern take on an ancient beer style. As much mead as it is beer, expect a bold malt body with a sweet honey finish.,
Made with Artie's Harvest Washington honey.	",Hoppin' Honey,Braggot,Rooftop Brewing Company,13.0,13.0,24451.0
657,8%,88.0,4.05,,Hummingbird,Braggot,Mountain Sun Pub & Brewery,13.0,6.0,18823.0
659,7.75%,86.0,3.86,This is our Texas Honey Ale recipe fermented with a Belgian style yeast. The yeast brings spicy notes that are subtle and stone fruit that blend perfectly with the honey.	,Belgian Style Texas Honey Ale,Braggot,Guadalupe Brewing Co.,13.0,19.0,26501.0
661,6.1%,85.0,3.75,,Kotbusser,Braggot,Rapp Brewing Company,14.0,26.0,31113.0
663,13.8%,88.0,3.98,,Hopped Toddy,Braggot,Trinity Brewing Company,16.0,10.0,20388.0
665,10%,87.0,3.9,,Premium Oak Brackett,Braggot,"White Winter Winery, Inc.",16.0,14.0,24135.0
667,8.5%,78.0,3.14,,Lanark Blueberry Mead,Braggot,All or Nothing Brewhouse,16.0,32.0,45514.0
669,10.6%,87.0,3.87,,Baklava Braggot,Braggot,Funky Buddha Brewery,17.0,17.0,25322.0
671,13.5%,84.0,3.63,,Dewi Sant,Braggot,Strange Land Brewery,18.0,27.0,36398.0
673,11%,87.0,3.88,"Coming ashore to destroy the land of its senses, Eirik Bloodaxe brings an ancient viking beer recipe and merges it with a Double IPA to create a unique ale fit for a King. With the addition of natural honey and blood oranges, Eirik Bloodaxe will wreak havoc with your consciousness. Grab a goblet or horn and fill it with this one-of-a-kind Ale.	",Eirik Bloodaxe,Braggot,Scarlet Lane Brewing Company,20.0,16.0,24302.0
675,9.5%,88.0,4.02,"Chang style malt beverage brewed with rice, honey, fruits, and botanicals.,
,
Brewed in collaboration with The Field Museum.	",Qing Ming,Braggot,Off Color Brewing,20.0,5.0,17048.0
677,,86.0,3.8,,Mjød,Braggot,Valkyrie Brewing,21.0,24.0,28713.0
679,9%,87.0,3.94,"An exquisite imperial honey ale with a deep copper hue and sweet malt flavor balanced by hints of clove, chocolate and honey. Be careful when sneaking a sip that you don’t get stung by this venomous brew, at 9% ABV it’s sure to create a buzz! Pours deep copper, with a nose of malt, caramel, and honey. Boozy flavors of clove, honey, and chocolate mute the hop note until the end when it finishes with a nice tightness.	",Venomous,Braggot,Allentown Brew Works,22.0,11.0,20612.0
681,4.2%,82.0,3.54,"Styled after a traditional Kolsch, this is an interpretation of a medieval Braggot, an ale fermented with honey.	",Biere De Miele,Braggot,Rabbit's Foot Meadery,22.0,30.0,40300.0
683,8.5%,86.0,3.85,,Artisan Series - West Bound Braggot,Braggot,Twisted Pine Brewing Company,31.0,18.0,24933.0
685,7.2%,89.0,4.02,A spritz and tart raspberry honey ale	,St. Gail Raspberry Braggot,Braggot,Lakes & Legends Brewing Company,38.0,3.0,12821.0
687,11%,82.0,3.59,,Beyond Braggot,Braggot,Sprecher Brewing Company,45.0,29.0,41141.0
688,12%,91.0,4.11,"Grandis Hydromelita is our blended braggot from various ales matured in oak barrels from several months to three years & South African Coffee Mead that was matured in wine barrels.,
,
Blend #1 - 11/04/2014,
Blend #2 - 12/07/2015	",Grandis Hydromelita,Braggot,OEC Brewing (Ordinem Ecentrici Coctores),47.0,2.0,7742.0
690,9.8%,88.0,3.96,"Our braggot, a medieval ale style, is brewed with 120 pounds of honey which imparts a unique sweetness. A golden, full-bodied, robust ale with just enough hops to balance its sweet side.	",Portsmouth Killer B,Braggot,Portsmouth Brewery,47.0,8.0,15359.0
692,10.1%,87.0,3.87,,Old Danish Braggot,Braggot,Dansk Mjød A/S,57.0,15.0,21722.0
694,10%,88.0,3.96,,Pioneer Po-Cha-Na-Quar-Hip Braggot,Braggot,The Lone Pint Brewery,58.0,7.0,14388.0
696,9.8%,86.0,3.83,"A special blend of 1/2 cider, 1/4 malt and 1/4 honey then delicately spiced with ginger.	",Slippery Slope,Braggot,The People's Pint,63.0,20.0,25142.0
698,9%,88.0,3.97,,Miel Sauvage,Braggot,Bayou Teche Brewery,69.0,4.0,12993.0
700,8.5%,92.0,4.19,Rye saison with sage and lavender fresh from our horticultural area added to the coolship and then again dry-herbed with more fresh sage and lavender blended with South African Sweet Mead matured in wine barrels.	,Nepenthes Hydromelita,Braggot,OEC Brewing (Ordinem Ecentrici Coctores),70.0,1.0,4193.0
702,8%,86.0,3.82,,Baklava Braggot,Braggot,Jackie O's Pub & Brewery,84.0,22.0,25702.0
703,12.8%,88.0,3.93,"Braggot is mead and beer combined, this batch won the Bronze medal at 2012 GABF, one of only three medals given to Michigan breweries in the state This batch was made with Michigan Wildflower mead and Scottish Ale. Frank and Eric collaborated to make this award winning mead.	",Braggot,Braggot,Kuhnhenn Brewing Company,155.0,9.0,13668.0
704,15%,86.0,3.81,"Exit 3 is the gateway to a lot of farmland, so we’re using one the state’s favorite crops– blueberries. Braggot is an ancient style– written about since the 12th century. This Braggot features local blueberries and honey, a very limited amount of hops and is fermented with Belgian-style yeast. The result is a straw colored beer with blueberry highlights. On the first sip you will note a light sweetness along with citrus notes followed by a well rounded malt character. The beer has a medium full body.	",Exit 3 Blueberry Braggot,Braggot,Flying Fish Brewing Company,182.0,23.0,26222.0
706,11.8%,87.0,3.88,"Akin to a barley wine, we suggest this ale as an after dinner drink.,
,
It has a truly unique & sophisticated flavor due to the use of wildflower honey as the catalyst for the production of alcohol. We simply use pale malt and a very small amount of Target hops in this Belgian style ale. The bulk of the body, color and sweetness come from the 2,000 lbs. of honey we add to the boil.,
,
The Brother is cellared for up to a year before it is bottled, which helps to marry the flavors and create the complex palate in this Bragget.	",Brother Adam's Bragget Ale,Braggot,Atlantic Brewing Company / Mainely Meat BBQ,251.0,12.0,17803.0
707,11.42%,86.0,3.82,,Rogue Farms Marionberry Braggot,Braggot,Rogue Ales,260.0,21.0,24876.0
708,7.5%,82.0,3.64,"Braggot--ale brewed with honey, chamomile & natural flavors	",Samuel Adams Honey Queen,Braggot,Boston Beer Company (Samuel Adams),330.0,28.0,42014.0
710,4.9%,85.0,3.89,,Tragedy Of The Common,California Common / Steam Beer,Iowa Brewing Company,16.0,10.0,24546.0
712,5%,83.0,3.67,,Slingshot,California Common / Steam Beer,Radical Road Brewing Co.,17.0,33.0,34669.0
714,5.5%,81.0,3.5,"The dog days of summer inspired us to brew a lager-style beer in honor of Pike’s mascot, a Boston Terrier named Derby. Like its namesake, it is soft and gentle, light and smooth, yet full of character. It’s fermented with California Common lager yeast at ale rather than lager temperatures. We hop with Magnum, Ahtanum, and Sorachi Ace (hops of Japanese origin.) The malt bill is made up of ESB, Vienna, Malted Wheat, Carastan, and Flaked Brown Rice, to give it a light mouth feel. A pure bred beer!	",Derby Lager,California Common / Steam Beer,Pike Brewing Company,17.0,53.0,40289.0
716,4.9%,83.0,3.7,"When Anthony Yoerg came to the United States from Bavaria, the brewing scene was in its infancy and British styled ales dominated production. But Anthony had a different way of making beer. When he first began in Saint Paul, he aged his beer in caves, lagering them for four weeks before he released them to the public. The end result was a smoother, silkier and much more drinkable style of beer.,
,
100% steam-brewed, just as it was over 150 years ago, using 100% Minnesota Barley (three different toast levels), Washington State Hops, and a touch of Celeia Hops for aromatics. Yoerg's Beer is a big, malty, roasty/toasty brew with a haunting dance of hops in the background, It's fragrant, powerful, and just might be the most serious lager to come out of the Midwest since, well, since The Yoerg Brewing Company closed their doors in 1952.	",Yoerg's Beer,California Common / Steam Beer,Yoerg Brewing Company,17.0,30.0,33501.0
718,5%,83.0,3.66,,Big Sky Uncommon Lager,California Common / Steam Beer,Whistler Brewing Company,18.0,34.0,35222.0
720,5.8%,86.0,3.96,,Dampf Punk,California Common / Steam Beer,Switchback Brewing Company,20.0,5.0,20091.0
722,4.5%,82.0,3.6,,Common Sense,California Common / Steam Beer,Berryessa Brewing Co,21.0,43.0,38065.0
724,4.8%,82.0,3.56,,Chesapeake Common Lager,California Common / Steam Beer,Key Brewing Co.,22.0,47.0,39657.0
726,5%,81.0,3.53,"Northtown Native is a light, refreshing, full bodied ale that is brewed and fermented as if it were a lager. Up front the taste is light and crisp with a malt backbone and American Sterling hops finish, to create a great session beer.	",Northtown Native,California Common / Steam Beer,Cinder Block Brewery,22.0,52.0,40600.0
728,6.4%,81.0,3.52,A Steamed IPA. In memory of the Charleston earthquake of 1886.	,Aftershock,California Common / Steam Beer,Palmetto Brewing Company,23.0,54.0,41085.0
730,7.5%,82.0,3.59,"Manufactured locally to feed the building boom following the Great Fire, the humble Chicago Common brick was used for the structural walls and exteriors of countless buildings in the region. Later, maverick architects such as Frank Lloyd Wright saw the beauty in this workaday material and brought it to a position of prominence. Our Chicago Common beer echoes this tradition, using readily available classic ingredients to create something new and delicious. Fermented with the unique lager yeast from San Francisco.	",Chicago Common,California Common / Steam Beer,Kinslahger Brewing Company,23.0,44.0,38794.0
732,5.5%,84.0,3.78,,Urban People's Common Lager,California Common / Steam Beer,Linden Street Brewery,23.0,16.0,29868.0
734,5.3%,84.0,3.77,A sessionable ale-lager hybrid that will satisfy almost any beer drinker.	,Virginia Common,California Common / Steam Beer,Ardent Craft Ales,24.0,18.0,30393.0
736,5.5%,81.0,3.47,"Anaheim 1888 is based on a style of beer brewed at the original Anaheim Brewery and has a flavor that is popular with today's beer drinker. Copper-colored, full-flavored and well-hopped, Anaheim 1888 is our flagship beer.,
,
The beer is aptly named to reflect the glory days of the original Anaheim Brewery. It was in 1888 when Friedrich Conrad, our spiritual forefather, began construction on a vast brick building on West Broadway to house the expanded brewery.,
,
The Anaheim Gazette noted in 1890 that Conrad's beer ""appears to be fully equal if not superior to the celebrated Anheuser beer of St. Louis. Besides it is a strictly Orange County product and all who are in the habit of using beer should give it a trial if only to encourage home industries."",
,
We think you should do the same.	",1888,California Common / Steam Beer,Anaheim Brewery,24.0,57.0,42518.0
738,4.2%,81.0,3.51,,Ampere Amber,California Common / Steam Beer,Tin Whiskers Brewing Company,27.0,56.0,42004.0
740,6%,83.0,3.73,2015 California State Fair Gold Medal and 2015 GABF Bronze Medal Amber Lager	,St. Florian's California Common,California Common / Steam Beer,St. Florian's Brewery,28.0,23.0,32858.0
742,5.6%,83.0,3.65,,Steemboat,California Common / Steam Beer,Sunken City Brewing Company,28.0,36.0,37005.0
744,5.8%,83.0,3.65,,Steamhead,California Common / Steam Beer,Aviator Brewing Company,31.0,37.0,37317.0
746,4.8%,84.0,3.78,,33 Acres Of Life,California Common / Steam Beer,33 Acres Brewing Co.,31.0,11.0,29807.0
748,5%,84.0,3.75,This warm fermented lager is our tribute to the classic Anchor Steam beer that started the craft brewing revolution. Our version is a malty amber lager with a good dose of Chinook hops in the whirlpool.	,Pi Common,California Common / Steam Beer,The Schlafly Tap Room,33.0,20.0,31796.0
